theta1,theta2,theta3,theta4,accuracy,labeled_loss,unlabeled_loss,sol_accuracy,sol_unlabeled_loss
1.71728506832,0.679355882161,1.03952972864,0.00934582735813,0.695999979973,0.24787569046,0.224903821945,0.768421053886,0.211703658104
3.79307110808,4.26747017341,1.42644040436,3.94100827795,0.708000004292,0.25319185853,0.223797023296,0.789473712444,0.210397362709
2.22599647578,4.36317527416,2.98065257456,0.74981004754,0.727999985218,0.271676838398,0.221703261137,0.810526311398,0.206995397806
3.17839960437,2.04935999562,1.32804152481,0.332972485421,0.695999979973,0.247750237584,0.224927663803,0.768421053886,0.211734503508
1.92843624848,1.71924490714,0.78087472401,3.51572664834,0.695999979973,0.247726291418,0.224932789803,0.768421053886,0.211742565036
3.34814232319,2.73807854178,0.542162160182,0.851767703535,0.695999979973,0.248183488846,0.224809870124,0.778947353363,0.21169449389
3.75221468355,2.14385536032,0.631858626384,1.60411056228,0.695999979973,0.247765630484,0.224924296141,0.768421053886,0.211729437113
3.70099003403,1.02327367647,3.85903685718,4.08077825463,0.731999993324,0.257916688919,0.223254755139,0.778947353363,0.209393233061
2.31012422577,4.31554335936,3.11360733387,1.86462511429,0.737999975681,0.267734825611,0.222207352519,0.821052610874,0.207479149103
3.79741793358,0.917898814677,2.80350144654,2.271835928,0.731999993324,0.258377343416,0.223256573081,0.778947353363,0.209162607789
1.03441506788,2.58329847744,3.60180429871,4.24472524283,0.731999993324,0.256267547607,0.22347997129,0.768421053886,0.20979373157
1.42084523084,2.87490997324,1.16369089806,1.21132338625,0.695999979973,0.247762605548,0.224923998117,0.768421053886,0.21173286438
0.658037330043,0.253744061118,1.52767538759,0.310864874673,0.695999979973,0.247726291418,0.224932789803,0.768421053886,0.211742594838
0.466789225307,2.07452999338,3.50101700355,3.35777489515,0.737999975681,0.258830398321,0.223173379898,0.778947353363,0.209187209606
0.339136938232,3.54281230326,1.27936797561,3.12078371983,0.695999979973,0.248109191656,0.224844813347,0.768421053886,0.211627885699
2.18002089366,2.5443913845,0.503621870272,0.0889762896803,0.708000004292,0.249330848455,0.224612504244,0.778947353363,0.211369022727
0.848096245093,4.47184271977,2.92180949963,0.0518123213253,0.73400002718,0.260061174631,0.223400250077,0.800000011921,0.208643436432
1.02664674027,0.837753115085,3.16881033435,2.94896135379,0.740000009537,0.259001433849,0.223165005445,0.778947353363,0.209131881595
4.30674736094,3.28005989536,3.44510952234,2.19859183919,0.744000017643,0.264149367809,0.222429633141,0.800000011921,0.207894057035
3.24643245498,1.0400109442,2.92805212888,1.29851490835,0.75,0.261296749115,0.223043337464,0.800000011921,0.208476573229
0.460930548443,2.60430792273,1.2539230335,1.37941844545,0.695999979973,0.247736260295,0.224930435419,0.768421053886,0.211739629507
2.80867013685,3.97784119092,4.37773903811,0.984181506216,0.736000001431,0.2689473629,0.221995770931,0.831578969955,0.207282215357
3.15931427153,1.24221053855,2.68955835679,3.76136330132,0.72000002861,0.253917843103,0.223829105496,0.768421053886,0.210326820612
1.893816758,3.97822666315,2.89077792331,4.10864610704,0.726000010967,0.258039832115,0.223111823201,0.800000011921,0.209422826767
0.0987871838328,3.17980874849,1.27132549661,2.4753508532,0.695999979973,0.24782705307,0.224909350276,0.768421053886,0.211712166667
1.32177283469,2.05382137675,4.29673469713,1.40082068912,0.744000017643,0.266084522009,0.222253382206,0.821052610874,0.207862511277
3.61530791125,2.21539072442,3.03566334681,3.64931655672,0.727999985218,0.255949318409,0.223523557186,0.768421053886,0.209840297699
1.09341824835,3.00298170051,4.29074011062,4.24042511073,0.73400002718,0.258923023939,0.223132327199,0.778947353363,0.209182232618
2.84378466177,1.87081776841,2.76984445869,3.48643873807,0.727999985218,0.25520581007,0.223645836115,0.768421053886,0.210018143058
4.10188646797,3.0540874363,4.21604372534,0.514917351614,0.744000017643,0.266731202602,0.222261637449,0.831578969955,0.207388430834
4.40733856706,2.23896112781,0.867177982153,1.29347800724,0.695999979973,0.247877910733,0.224900260568,0.768421053886,0.211691528559
0.682020479182,2.99393527084,0.0912828971742,3.2600430814,0.695999979973,0.247760742903,0.224924623966,0.768421053886,0.211732387543
4.4279813981,1.80731632011,2.88170322939,1.99364413382,0.741999983788,0.260451614857,0.222918361425,0.778947353363,0.208567366004
2.86648864161,2.30813707042,0.279642145738,4.28766386335,0.695999979973,0.247749477625,0.22492775321,0.768421053886,0.211734935641
4.34440641143,0.194574578255,1.09812410252,3.57164515269,0.695999979973,0.248168945312,0.224838584661,0.768421053886,0.211591333151
1.01866864847,0.768101252983,2.07184396275,2.80182970442,0.713999986649,0.251338034868,0.224266380072,0.778947353363,0.210874557495
3.54847582808,3.0639486936,3.32814775935,0.290255915197,0.736000001431,0.25869140029,0.223710492253,0.789473712444,0.208811670542
1.36626948225,0.156636241055,0.33730246731,2.42258673296,0.695999979973,0.247726202011,0.224932789803,0.768421053886,0.211742594838
4.43036283438,2.06058836537,1.5571959304,4.1924845107,0.702000021935,0.24932256341,0.224569767714,0.768421053886,0.211310654879
2.48297834654,4.29720478908,3.62516881626,3.89601995306,0.736000001431,0.262709081173,0.222592711449,0.789473712444,0.208464667201
0.824316792827,0.323963398792,2.18724792148,0.183701152317,0.708000004292,0.249471470714,0.224665552378,0.778947353363,0.211201190948
1.57141004749,1.96272395428,1.51376651144,2.00716484467,0.695999979973,0.247726365924,0.224932715297,0.768421053886,0.211742565036
2.34153338042,3.94046360257,3.42321253944,1.46392949218,0.737999975681,0.26781052351,0.222193032503,0.810526311398,0.207407042384
2.04899888888,2.84365291755,3.59385712786,1.97985797578,0.748000025749,0.263716012239,0.222627967596,0.800000011921,0.208132773638
