theta1,theta2,theta3,theta4,accuracy,labeled_loss,unlabeled_loss,sol_accuracy,sol_unlabeled_loss
1.71728506832,0.679355882161,1.03952972864,0.00934582735813,0.722000002861,0.284535557032,0.222790554166,0.842105269432,0.211423739791
3.79307110808,4.26747017341,1.42644040436,3.94100827795,0.727999985218,0.294007569551,0.221780449152,0.863157868385,0.209842443466
2.22599647578,4.36317527416,2.98065257456,0.74981004754,0.72000002861,0.292337179184,0.222072094679,0.842105269432,0.210398003459
3.17839960437,2.04935999562,1.32804152481,0.332972485421,0.72000002861,0.284582167864,0.222711786628,0.842105269432,0.211289450526
1.92843624848,1.71924490714,0.78087472401,3.51572664834,0.723999977112,0.28475934267,0.222774341702,0.831578969955,0.211388602853
3.34814232319,2.73807854178,0.542162160182,0.851767703535,0.722000002861,0.284652620554,0.222661346197,0.842105269432,0.211205258965
3.75221468355,2.14385536032,0.631858626384,1.60411056228,0.726000010967,0.285435676575,0.222426921129,0.852631568909,0.210804253817
3.70099003403,1.02327367647,3.85903685718,4.08077825463,0.727999985218,0.287486344576,0.222358077765,0.842105269432,0.210662439466
2.31012422577,4.31554335936,3.11360733387,1.86462511429,0.716000020504,0.291562974453,0.222089216113,0.831578969955,0.210418224335
3.79741793358,0.917898814677,2.80350144654,2.271835928,0.730000019073,0.285830050707,0.222419962287,0.852631568909,0.210787922144
1.03441506788,2.58329847744,3.60180429871,4.24472524283,0.723999977112,0.288517147303,0.222909092903,0.831578969955,0.211581125855
1.42084523084,2.87490997324,1.16369089806,1.21132338625,0.722000002861,0.28453835845,0.222778454423,0.831578969955,0.211407274008
0.658037330043,0.253744061118,1.52767538759,0.310864874673,0.722000002861,0.284535527229,0.222790598869,0.842105269432,0.211423739791
0.466789225307,2.07452999338,3.50101700355,3.35777489515,0.723999977112,0.284637242556,0.222702786326,0.831578969955,0.211272925138
0.339136938232,3.54281230326,1.27936797561,3.12078371983,0.72000002861,0.28494656086,0.222645297647,0.831578969955,0.211221918464
2.18002089366,2.5443913845,0.503621870272,0.0889762896803,0.722000002861,0.284535586834,0.222789123654,0.842105269432,0.21142180264
0.848096245093,4.47184271977,2.92180949963,0.0518123213253,0.712000012398,0.294431269169,0.221986219287,0.842105269432,0.210271537304
1.02664674027,0.837753115085,3.16881033435,2.94896135379,0.723999977112,0.284540861845,0.222739487886,0.831578969955,0.211338207126
4.30674736094,3.28005989536,3.44510952234,2.19859183919,0.73400002718,0.290798455477,0.221644997597,0.873684227467,0.209504783154
3.24643245498,1.0400109442,2.92805212888,1.29851490835,0.72000002861,0.284619837999,0.222678393126,0.842105269432,0.211232870817
0.460930548443,2.60430792273,1.2539230335,1.37941844545,0.722000002861,0.284535527229,0.222788646817,0.842105269432,0.211421117187
2.80867013685,3.97784119092,4.37773903811,0.984181506216,0.726000010967,0.287306338549,0.221569627523,0.831578969955,0.209388658404
3.15931427153,1.24221053855,2.68955835679,3.76136330132,0.723999977112,0.285738557577,0.222931161523,0.831578969955,0.211628720164
1.893816758,3.97822666315,2.89077792331,4.10864610704,0.722000002861,0.290897637606,0.222679570317,0.831578969955,0.211316734552
0.0987871838328,3.17980874849,1.27132549661,2.4753508532,0.722000002861,0.284579336643,0.222743317485,0.831578969955,0.211359351873
1.32177283469,2.05382137675,4.29673469713,1.40082068912,0.722000002861,0.284827381372,0.221869438887,0.842105269432,0.209820762277
3.61530791125,2.21539072442,3.03566334681,3.64931655672,0.722000002861,0.28578594327,0.222739875317,0.842105269432,0.211305275559
1.09341824835,3.00298170051,4.29074011062,4.24042511073,0.72000002861,0.287496626377,0.222199350595,0.831578969955,0.210382863879
2.84378466177,1.87081776841,2.76984445869,3.48643873807,0.722000002861,0.284902572632,0.222919076681,0.831578969955,0.211622416973
4.10188646797,3.0540874363,4.21604372534,0.514917351614,0.730000019073,0.288011670113,0.221274673939,0.863157868385,0.208847805858
4.40733856706,2.23896112781,0.867177982153,1.29347800724,0.73400002718,0.291830182076,0.221607789397,0.873684227467,0.209415629506
0.682020479182,2.99393527084,0.0912828971742,3.2600430814,0.722000002861,0.284570604563,0.222771435976,0.831578969955,0.211395725608
4.4279813981,1.80731632011,2.88170322939,1.99364413382,0.730000019073,0.293027073145,0.221681952477,0.873684227467,0.209528386593
2.86648864161,2.30813707042,0.279642145738,4.28766386335,0.723999977112,0.289213120937,0.22270013392,0.831578969955,0.211228623986
4.34440641143,0.194574578255,1.09812410252,3.57164515269,0.73400002718,0.291537344456,0.221657425165,0.873684227467,0.209489122033
1.01866864847,0.768101252983,2.07184396275,2.80182970442,0.722000002861,0.284538149834,0.222800150514,0.831578969955,0.211438670754
3.54847582808,3.0639486936,3.32814775935,0.290255915197,0.723999977112,0.2849855721,0.222422942519,0.852631568909,0.210815817118
1.36626948225,0.156636241055,0.33730246731,2.42258673296,0.722000002861,0.284535497427,0.222790554166,0.842105269432,0.211423739791
4.43036283438,2.06058836537,1.5571959304,4.1924845107,0.73400002718,0.297185957432,0.221523270011,0.873684227467,0.209228858352
2.48297834654,4.29720478908,3.62516881626,3.89601995306,0.717999994755,0.292509078979,0.222271472216,0.842105269432,0.210705265403
0.824316792827,0.323963398792,2.18724792148,0.183701152317,0.722000002861,0.284535586834,0.222790598869,0.842105269432,0.211423754692
1.57141004749,1.96272395428,1.51376651144,2.00716484467,0.722000002861,0.284535557032,0.222790598869,0.842105269432,0.211423739791
2.34153338042,3.94046360257,3.42321253944,1.46392949218,0.72000002861,0.287029445171,0.222255751491,0.842105269432,0.210631474853
2.04899888888,2.84365291755,3.59385712786,1.97985797578,0.723999977112,0.284567058086,0.222480505705,0.842105269432,0.210910439491
2.89729237207,3.29948648366,1.70687065339,2.197002493,0.72000002861,0.28465873003,0.222683802247,0.842105269432,0.211267977953
0.832345108497,0.598637438819,2.51727739413,4.35142409838,0.726000010967,0.291410505772,0.223080277443,0.831578969955,0.211846202612
1.60772293988,1.02067718641,0.0437191230011,1.70667039323,0.722000002861,0.284535616636,0.222790598869,0.842105269432,0.211423754692
4.13781684636,4.36491062451,0.910824951042,4.17101968824,0.73400002718,0.300123691559,0.221261918545,0.863157868385,0.208956226707
3.94877221884,0.220706983389,1.61394900216,1.12685999845,0.730000019073,0.286601960659,0.222224220634,0.863157868385,0.210459560156
2.15727134758,2.95396930521,4.45641959372,1.38222255605,0.72000002861,0.284985184669,0.221677049994,0.842105269432,0.209460303187
3.96704040714,2.04968754817,3.34807648487,3.3475934221,0.730000019073,0.286880582571,0.222317844629,0.863157868385,0.210604861379
3.39581647301,3.92728754659,2.83342647589,1.28008822614,0.722000002861,0.287104338408,0.22227256,0.852631568909,0.210655376315
4.2931058939,1.88623049013,0.908603558316,3.45607758459,0.73400002718,0.290545910597,0.221739023924,0.873684227467,0.209630429745
0.763047727792,3.10436648884,1.10434479652,1.5334805998,0.722000002861,0.284559845924,0.222755521536,0.831578969955,0.211376056075
